EmployeeNumber,Attrition,Department,Age,Gender,JobRole,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany
1856,No,Research & Development,47,Female,Laboratory Technician,3,2105,3,2
1857,No,Research & Development,46,Male,Manufacturing Director,4,8578,2,9
1858,No,Human Resources,28,Male,Human Resources,4,2706,3,3
1859,No,Research & Development,29,Male,Healthcare Representative,3,6384,3,7
1860,No,Research & Development,42,Male,Laboratory Technician,3,3968,3,0
1862,Yes,Sales,32,Male,Sales Executive,2,9907,2,2
1863,No,Sales,46,Female,Sales Executive,1,13225,3,19
1864,No,Sales,27,Female,Sales Representative,3,3540,3,9
1865,No,Human Resources,29,Male,Human Resources,2,2804,3,1
1866,No,Research & Development,43,Female,Manager,3,19392,3,16
1867,No,Research & Development,48,Male,Research Director,2,19665,3,22
1868,Yes,Research & Development,29,Male,Research Scientist,4,2439,2,1
1869,Yes,Sales,46,Female,Sales Executive,2,7314,3,8
1870,No,Research & Development,27,Female,Research Scientist,1,4774,2,7
1871,No,Research & Development,39,Male,Research Scientist,4,3902,3,2
1873,No,Research & Development,55,Male,Research Scientist,4,2662,4,5
1875,No,Sales,28,Female,Sales Representative,2,2856,3,1
1876,Yes,Sales,30,Male,Sales Representative,4,1081,2,1
1878,Yes,Research & Development,22,Male,Research Scientist,2,2472,3,1
1880,No,Sales,36,Female,Sales Executive,3,5673,3,10
1881,No,Research & Development,31,Male,Laboratory Technician,3,4197,3,10
1882,No,Sales,34,Male,Sales Executive,4,9713,3,5
1883,No,Research & Development,29,Male,Laboratory Technician,1,2062,3,3
1885,No,Research & Development,37,Male,Research Scientist,1,4284,3,5
1886,No,Research & Development,35,Female,Manufacturing Director,2,4788,3,3
1888,No,Research & Development,45,Female,Manufacturing Director,4,5906,2,9
1890,No,Human Resources,36,Male,Human Resources,4,3886,2,10
1892,No,Research & Development,40,Male,Manager,1,16823,3,19
1893,No,Research & Development,26,Female,Research Scientist,3,2933,2,1
1898,No,Sales,27,Female,Sales Executive,3,6500,2,8
1900,No,Research & Development,48,Female,Manager,4,17174,3,22
1903,No,Research & Development,44,Male,Healthcare Representative,1,5033,3,2
1905,Yes,Research & Development,34,Male,Research Scientist,1,2307,3,5
1907,Yes,Research & Development,56,Male,Laboratory Technician,4,2587,3,4
1908,No,Sales,36,Male,Sales Executive,2,5507,1,4
1909,No,Sales,41,Female,Sales Executive,2,4393,3,5
1911,No,Research & Development,42,Male,Research Director,1,13348,4,13
1912,No,Sales,31,Female,Sales Executive,4,6583,3,5
1915,No,Sales,34,Female,Sales Executive,4,8103,2,4
1916,No,Research & Development,31,Female,Laboratory Technician,3,3978,2,2
1918,No,Research & Development,26,Male,Laboratory Technician,4,2544,3,7
1922,No,Research & Development,45,Male,Healthcare Representative,3,5399,3,4
1924,No,Sales,33,Male,Sales Executive,3,5487,2,10
1927,No,Sales,28,Male,Sales Executive,4,6834,3,7
1928,Yes,Sales,29,Male,Sales Representative,1,1091,3,1
1929,No,Sales,39,Female,Sales Executive,3,5736,3,3
1931,No,Research & Development,27,Male,Research Scientist,2,2226,2,5
1932,No,Research & Development,34,Male,Research Scientist,4,5747,3,15
1933,Yes,Sales,28,Female,Sales Executive,3,9854,3,2
1934,No,Research & Development,47,Male,Research Scientist,2,5467,4,8
1935,No,Sales,56,Female,Sales Executive,1,5380,3,0
1936,No,Research & Development,39,Male,Manufacturing Director,1,5151,3,10
1937,No,Research & Development,38,Female,Research Scientist,2,2133,3,20
1938,No,Sales,58,Female,Manager,4,17875,2,1
1939,Yes,Research & Development,32,Female,Research Scientist,3,2432,3,4
1940,No,Research & Development,38,Male,Research Scientist,4,4771,4,5
1941,No,Research & Development,49,Male,Research Director,4,19161,3,5
1943,No,Sales,42,Male,Sales Executive,4,5087,3,0
1944,Yes,Human Resources,27,Female,Human Resources,2,2863,3,1
1945,No,Sales,35,Male,Sales Executive,1,5561,1,5
1947,No,Research & Development,28,Male,Research Scientist,3,2144,2,5
1948,No,Research & Development,31,Male,Research Scientist,1,3065,4,4
1949,No,Research & Development,36,Male,Laboratory Technician,2,2810,3,5
1950,No,Sales,34,Male,Sales Executive,4,9888,2,14
1951,No,Sales,34,Male,Sales Executive,3,8628,2,8
1952,No,Research & Development,26,Male,Laboratory Technician,1,2867,2,7
1954,No,Research & Development,29,Male,Healthcare Representative,1,5373,2,5
1955,No,Research & Development,32,Female,Healthcare Representative,4,6667,3,5
1956,No,Research & Development,31,Male,Research Scientist,1,5003,3,10
1960,Yes,Research & Development,28,Male,Laboratory Technician,4,2367,2,4
1961,No,Sales,38,Male,Sales Representative,1,2858,2,1
1962,No,Sales,35,Female,Sales Executive,4,5204,3,10
1965,No,Sales,27,Male,Sales Executive,4,4105,3,7
1966,No,Research & Development,32,Male,Manufacturing Director,4,9679,3,1
1967,Yes,Sales,31,Male,Sales Executive,4,5617,3,10
1968,Yes,Sales,53,Male,Sales Executive,1,10448,2,2
1969,No,Research & Development,54,Female,Research Scientist,3,2897,2,4
1970,No,Research & Development,33,Male,Healthcare Representative,3,5968,3,9
1971,No,Research & Development,43,Male,Healthcare Representative,3,7510,3,10
1972,No,Human Resources,38,Male,Human Resources,2,2991,3,6
1973,No,Human Resources,55,Male,Manager,2,19636,3,10
1974,No,Research & Development,31,Female,Laboratory Technician,4,1129,3,1
1975,No,Sales,39,Male,Sales Executive,1,13341,3,20
1976,No,Research & Development,42,Male,Research Scientist,3,4332,3,20
1979,No,Research & Development,31,Female,Research Director,3,11031,4,11
1980,No,Research & Development,54,Female,Manufacturing Director,1,4440,3,5
1981,No,Research & Development,24,Male,Healthcare Representative,3,4617,2,4
1982,No,Research & Development,23,Male,Laboratory Technician,4,2647,4,5
1985,No,Research & Development,40,Female,Laboratory Technician,3,6323,4,10
1986,No,Sales,40,Female,Sales Executive,2,5677,3,11
1987,No,Human Resources,25,Female,Human Resources,2,2187,3,2
1989,No,Research & Development,30,Male,Laboratory Technician,2,3748,2,12
1992,No,Research & Development,25,Male,Laboratory Technician,3,3977,2,2
1993,No,Research & Development,47,Male,Healthcare Representative,3,8633,3,17
1994,No,Research & Development,33,Male,Laboratory Technician,3,2008,2,1
1995,No,Sales,38,Male,Sales Executive,2,4440,3,15
1996,No,Sales,31,Male,Sales Representative,3,3067,3,2
1997,No,Research & Development,38,Male,Manufacturing Director,3,5321,3,8
1998,No,Research & Development,42,Male,Research Scientist,1,5410,2,4
1999,No,Research & Development,41,Male,Research Scientist,4,2782,3,5
2000,No,Research & Development,47,Female,Research Director,2,11957,1,13
2003,No,Research & Development,35,Male,Laboratory Technician,3,2660,3,2
2007,No,Research & Development,22,Male,Research Scientist,3,3375,4,3
2008,No,Research & Development,35,Male,Research Scientist,3,5098,3,10
2009,No,Research & Development,33,Female,Healthcare Representative,4,4878,3,9
2010,No,Research & Development,32,Female,Laboratory Technician,2,2837,3,6
2012,No,Research & Development,40,Male,Laboratory Technician,4,2406,2,1
2013,No,Sales,32,Male,Sales Representative,2,2269,3,2
2014,No,Research & Development,39,Male,Research Scientist,4,4108,3,7
2015,No,Research & Development,38,Female,Research Director,3,13206,3,18
2016,No,Sales,32,Female,Sales Executive,4,10422,3,14
2017,No,Research & Development,37,Female,Research Director,4,13744,3,16
2018,No,Sales,25,Female,Sales Executive,3,4907,2,5
2019,No,Sales,52,Male,Sales Representative,4,3482,2,9
2020,No,Research & Development,44,Male,Research Scientist,4,2436,3,4
2021,No,Sales,21,Male,Sales Representative,1,2380,3,2
2022,No,Research & Development,39,Male,Manager,4,19431,2,6
2023,Yes,Sales,23,Male,Sales Representative,1,1790,2,1
2024,No,Sales,36,Female,Sales Executive,4,7644,3,9
2025,No,Research & Development,36,Female,Manufacturing Director,2,5131,3,4
2026,No,Research & Development,56,Male,Healthcare Representative,3,6306,2,13
2027,Yes,Research & Development,29,Male,Research Scientist,4,4787,4,2
2031,No,Research & Development,42,Male,Manager,3,18880,2,22
2032,Yes,Research & Development,56,Male,Laboratory Technician,3,2339,1,10
2034,No,Research & Development,41,Female,Manufacturing Director,2,13570,3,20
2035,No,Sales,34,Female,Sales Executive,3,6712,3,8
2036,No,Sales,36,Male,Sales Executive,4,5406,2,15
2037,No,Sales,41,Male,Sales Executive,2,8938,3,5
2038,No,Research & Development,32,Male,Research Scientist,1,2439,3,4
2040,No,Human Resources,35,Female,Human Resources,4,8837,3,9
2041,No,Sales,38,Female,Sales Executive,4,5343,3,10
2044,Yes,Sales,50,Male,Sales Executive,3,6728,3,6
2045,No,Sales,36,Female,Sales Executive,4,6652,2,6
2046,No,Sales,45,Female,Sales Executive,3,4850,3,5
2048,No,Research & Development,40,Male,Research Scientist,3,2809,3,2
2049,No,Research & Development,35,Male,Healthcare Representative,3,5689,4,10
2051,No,Research & Development,40,Female,Research Scientist,3,2001,3,5
2052,No,Research & Development,35,Female,Research Scientist,4,2977,3,4
2053,No,Research & Development,29,Male,Laboratory Technician,2,4025,3,4
2054,No,Research & Development,29,Female,Research Scientist,1,3785,1,5
2055,Yes,Sales,50,Male,Sales Executive,1,10854,3,3
2056,No,Sales,39,Female,Sales Executive,4,12031,2,20
2057,No,Research & Development,31,Male,Manufacturing Director,1,9936,3,9
2060,No,Sales,26,Female,Sales Representative,3,2966,3,4
2061,No,Research & Development,36,Male,Laboratory Technician,4,2571,3,5
2062,No,Research & Development,39,Male,Healthcare Representative,1,9991,3,7
2064,No,Research & Development,27,Male,Manufacturing Director,2,6142,3,6
2065,No,Sales,49,Male,Sales Executive,2,5390,2,9
2068,No,Research & Development,34,Male,Laboratory Technician,3,4404,4,4
